chapter,chapter_description,code_category,code_category_description,icd_code,disease_description
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z56,Problems related to employment and unemployment
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z64,Problems related to certain psychosocial circumstances
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z60,Problems related to social environment
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z58,Problems related to physical environment
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z63,"Other problems related to primary support group, including family circumstances"
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z59,Problems related to housing and economic circumstances
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z61,Problems related to negative life events in childhood
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z65,Problems related to other psychosocial circumstances
XXI,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z62,Other problems related to upbringing
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,,
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z88,"Personal history of allergy to drugs, medicaments and biological substances"
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z90,"Acquired absence of organs, not elsewhere classified"
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z87,Personal history of other diseases and conditions
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z85,Personal history of malignant neoplasm
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z83,Family history of other specific disorders
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z89,Acquired absence of limb
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z82,Family history of certain disabilities and chronic diseases leading to disablement
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z81,Family history of mental and behavioural disorders
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z86,Personal history of certain other diseases
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z84,Family history of other conditions
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z80,Family history of malignant neoplasm
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z93,Artificial opening status
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z97,Presence of other devices
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z95,Presence of cardiac and vascular implants and grafts
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z98,Other postsurgical states
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z91,"Personal history of risk-factors, not elsewhere classified"
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z96,Presence of other functional implants
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z94,Transplanted organ and tissue status
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z92,Personal history of medical treatment
XXI,Factors influencing health status and contact with health services,Z80-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z99,"Dependence on enabling machines and devices, not elsewhere classified"
XXI,Factors influencing health status and contact with health services,Z40-Z54,Persons encountering health services for specific procedures and health care,,
XXI,Factors influencing health status and contact with health services,Z40-Z54,Persons encountering health services for specific procedures and health care,Z40,Prophylactic surgery
XXI,Factors influencing health status and contact with health services,Z40-Z54,Persons encountering health services for specific procedures and health care,Z52,Donors of organs and tissues
XXI,Factors influencing health status and contact with health services,Z40-Z54,Persons encountering health services for specific procedures and health care,Z41,Procedures for purposes other than remedying health state
XXI,Factors influencing health status and contact with health services,Z40-Z54,Persons encountering health services for specific procedures and health care,Z48,Other surgical follow-up care
XXI,Factors influencing health status and contact with health services,Z40-Z54,Persons encountering health services for specific procedures and health care,Z50,Care involving use of rehabilitation procedures
XXI,Factors influencing health status and contact with health services,Z40-Z54,Persons encountering health services for specific procedures and health care,Z47,Other orthopaedic follow-up care
XXI,Factors influencing health status and contact with health services,Z40-Z54,Persons encountering health services for specific procedures and health care,Z43,Attention to artificial openings
XXI,Factors influencing health status and contact with health services,Z40-Z54,Persons encountering health services for specific procedures and health care,Z45,Adjustment and management of implanted device
XXI,Factors influencing health status and contact with health services,Z40-Z54,Persons encountering health services for specific procedures and health care,Z49,Care involving dialysis
XXI,Factors influencing health status and contact with health services,Z40-Z54,Persons encountering health services for specific procedures and health care,Z44,Fitting and adjustment of external prosthetic device
XXI,Factors influencing health status and contact with health services,Z40-Z54,Persons encountering health services for specific procedures and health care,Z51,Other medical care
XXI,Factors influencing health status and contact with health services,Z40-Z54,Persons encountering health services for specific procedures and health care,Z46,Fitting and adjustment of other devices
XXI,Factors influencing health status and contact with health services,Z40-Z54,Persons encountering health services for specific procedures and health care,Z42,Follow-up care involving plastic surgery
XXI,Factors influencing health status and contact with health services,Z40-Z54,Persons encountering health services for specific procedures and health care,Z53,"Persons encountering health services for specific procedures, not carried out"
XXI,Factors influencing health status and contact with health services,Z40-Z54,Persons encountering health services for specific procedures and health care,Z54,Convalescence
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R25-R29,Symptoms and signs involving the nervous and musculoskeletal systems,,
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R25-R29,Symptoms and signs involving the nervous and musculoskeletal systems,R27,Other lack of coordination
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R25-R29,Symptoms and signs involving the nervous and musculoskeletal systems,R25,Abnormal involuntary movements
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R25-R29,Symptoms and signs involving the nervous and musculoskeletal systems,R29,Other symptoms and signs involving the nervous and musculoskeletal systems
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R25-R29,Symptoms and signs involving the nervous and musculoskeletal systems,R26,Abnormalities of gait and mobility
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R95-R99,Ill-defined and unknown causes of mortality,,
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R95-R99,Ill-defined and unknown causes of mortality,R99,Other ill-defined and unspecified causes of mortality
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R95-R99,Ill-defined and unknown causes of mortality,R95,Sudden infant death syndrome
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R95-R99,Ill-defined and unknown causes of mortality,R96,"Other sudden death, cause unknown"
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R95-R99,Ill-defined and unknown causes of mortality,R98,Unattended death
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R40-R46,"Symptoms and signs involving cognition, perception, emotional state and behaviour",,
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R40-R46,"Symptoms and signs involving cognition, perception, emotional state and behaviour",R41,Other symptoms and signs involving cognitive functions and awareness
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R40-R46,"Symptoms and signs involving cognition, perception, emotional state and behaviour",R40,"Somnolence, stupor and coma"
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R40-R46,"Symptoms and signs involving cognition, perception, emotional state and behaviour",R42,Dizziness and giddiness
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R40-R46,"Symptoms and signs involving cognition, perception, emotional state and behaviour",R45,Symptoms and signs involving emotional state
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R40-R46,"Symptoms and signs involving cognition, perception, emotional state and behaviour",R46,Symptoms and signs involving appearance and behaviour
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R40-R46,"Symptoms and signs involving cognition, perception, emotional state and behaviour",R43,Disturbances of smell and taste
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R40-R46,"Symptoms and signs involving cognition, perception, emotional state and behaviour",R44,Other symptoms and signs involving general sensations and perceptions
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R83-R89,"Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis",,
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R83-R89,"Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis",R85,Abnormal findings in specimens from digestive organs and abdominal cavity
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R83-R89,"Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis",R84,Abnormal findings in specimens from respiratory organs and thorax
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R83-R89,"Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis",R89,"Abnormal findings in specimens from other organs, systems and tissues"
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R83-R89,"Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis",R83,Abnormal findings in cerebrospinal fluid
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R83-R89,"Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis",R87,Abnormal findings in specimens from female genital organs
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R83-R89,"Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis",R86,Abnormal findings in specimens from male genital organs
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R30-R39,Symptoms and signs involving the urinary system,,
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R30-R39,Symptoms and signs involving the urinary system,R32,Unspecified urinary incontinence
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R30-R39,Symptoms and signs involving the urinary system,R33,Retention of urine
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R30-R39,Symptoms and signs involving the urinary system,R35,Polyuria
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R30-R39,Symptoms and signs involving the urinary system,R30,Pain associated with micturition
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R30-R39,Symptoms and signs involving the urinary system,R36,Urethral discharge
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R30-R39,Symptoms and signs involving the urinary system,R31,Unspecified haematuria
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R30-R39,Symptoms and signs involving the urinary system,R34,Anuria and oliguria
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R30-R39,Symptoms and signs involving the urinary system,R39,Other symptoms and signs involving the urinary system
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R80-R82,"Abnormal findings on examination of urine, without diagnosis",,
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R80-R82,"Abnormal findings on examination of urine, without diagnosis",R80,Isolated proteinuria
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R80-R82,"Abnormal findings on examination of urine, without diagnosis",R82,Other abnormal findings in urine
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R80-R82,"Abnormal findings on examination of urine, without diagnosis",R81,Glycosuria
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R10-R19,Symptoms and signs involving the digestive system and abdomen,,
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R10-R19,Symptoms and signs involving the digestive system and abdomen,R11,Nausea and vomiting
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R10-R19,Symptoms and signs involving the digestive system and abdomen,R12,Heartburn
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R10-R19,Symptoms and signs involving the digestive system and abdomen,R10,Abdominal and pelvic pain
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R10-R19,Symptoms and signs involving the digestive system and abdomen,R17,"Hyperbilirubinaemia, with or without jaundice, not elsewhere classified"
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R10-R19,Symptoms and signs involving the digestive system and abdomen,R14,Flatulence and related conditions
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R10-R19,Symptoms and signs involving the digestive system and abdomen,R18,Ascites
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R10-R19,Symptoms and signs involving the digestive system and abdomen,R13,Dysphagia
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R10-R19,Symptoms and signs involving the digestive system and abdomen,R15,Faecal incontinence
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R10-R19,Symptoms and signs involving the digestive system and abdomen,R19,Other symptoms and signs involving the digestive system and abdomen
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R10-R19,Symptoms and signs involving the digestive system and abdomen,R16,"Hepatomegaly and splenomegaly, not elsewhere classified"
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R70-R79,"Abnormal findings on examination of blood, without diagnosis",,
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R70-R79,"Abnormal findings on examination of blood, without diagnosis",R74,Abnormal serum enzyme levels
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R70-R79,"Abnormal findings on examination of blood, without diagnosis",R72,"Abnormality of white blood cells, not elsewhere classified"
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R70-R79,"Abnormal findings on examination of blood, without diagnosis",R70,Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R70-R79,"Abnormal findings on examination of blood, without diagnosis",R75,Laboratory evidence of human immunodeficiency virus [HIV]
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R70-R79,"Abnormal findings on examination of blood, without diagnosis",R73,Elevated blood glucose level
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R70-R79,"Abnormal findings on examination of blood, without diagnosis",R71,Abnormality of red blood cells
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R70-R79,"Abnormal findings on examination of blood, without diagnosis",R76,Other abnormal immunological findings in serum
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R70-R79,"Abnormal findings on examination of blood, without diagnosis",R77,Other abnormalities of plasma proteins
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R70-R79,"Abnormal findings on examination of blood, without diagnosis",R79,Other abnormal findings of blood chemistry
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R70-R79,"Abnormal findings on examination of blood, without diagnosis",R78,"Findings of drugs and other substances, not normally found in blood"
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R47-R49,Symptoms and signs involving speech and voice,,
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R47-R49,Symptoms and signs involving speech and voice,R47,"Speech disturbances, not elsewhere classified"
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R47-R49,Symptoms and signs involving speech and voice,R48,"Dyslexia and other symbolic dysfunctions, not elsewhere classified"
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R47-R49,Symptoms and signs involving speech and voice,R49,Voice disturbances
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R90-R94,"Abnormal findings on diagnostic imaging and in function studies, without diagnosis",,
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R90-R94,"Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R91,Abnormal findings on diagnostic imaging of lung
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R90-R94,"Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R93,Abnormal findings on diagnostic imaging of other body structures
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R90-R94,"Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R92,Abnormal findings on diagnostic imaging of breast
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R90-R94,"Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R90,Abnormal findings on diagnostic imaging of central nervous system
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R90-R94,"Abnormal findings on diagnostic imaging and in function studies, without diagnosis",R94,Abnormal results of function studies
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R20-R23,Symptoms and signs involving the skin and subcutaneous tissue,,
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R20-R23,Symptoms and signs involving the skin and subcutaneous tissue,R20,Disturbances of skin sensation
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R20-R23,Symptoms and signs involving the skin and subcutaneous tissue,R21,Rash and other nonspecific skin eruption
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R20-R23,Symptoms and signs involving the skin and subcutaneous tissue,R22,"Localized swelling, mass and lump of skin and subcutaneous tissue"
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R20-R23,Symptoms and signs involving the skin and subcutaneous tissue,R23,Other skin changes
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R50-R69,General symptoms and signs,,
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R50-R69,General symptoms and signs,R54,Senility
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R50-R69,General symptoms and signs,R50,Fever of other and unknown origin
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R50-R69,General symptoms and signs,R55,Syncope and collapse
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R50-R69,General symptoms and signs,R52,"Pain, not elsewhere classified"
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R50-R69,General symptoms and signs,R53,Malaise and fatigue
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R50-R69,General symptoms and signs,R51,Headache
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R50-R69,General symptoms and signs,R58,"Haemorrhage, not elsewhere classified"
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R50-R69,General symptoms and signs,R63,Symptoms and signs concerning food and fluid intake
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R50-R69,General symptoms and signs,R56,"Convulsions, not elsewhere classified"
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R50-R69,General symptoms and signs,R61,Hyperhidrosis
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R50-R69,General symptoms and signs,R60,"Oedema, not elsewhere classified"
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R50-R69,General symptoms and signs,R57,"Shock, not elsewhere classified"
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R50-R69,General symptoms and signs,R59,Enlarged lymph nodes
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R50-R69,General symptoms and signs,R65,Systemic Inflammatory Response Syndrome [SIRS]
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R50-R69,General symptoms and signs,R62,Lack of expected normal physiological development
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R50-R69,General symptoms and signs,R69,Unknown and unspecified causes of morbidity
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R50-R69,General symptoms and signs,R64,Cachexia
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R50-R69,General symptoms and signs,R68,Other general symptoms and signs
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R09,Symptoms and signs involving the circulatory and respiratory systems,,
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R09,Symptoms and signs involving the circulatory and respiratory systems,R03,"Abnormal blood-pressure reading, without diagnosis"
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R09,Symptoms and signs involving the circulatory and respiratory systems,R01,Cardiac murmurs and other cardiac sounds
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R09,Symptoms and signs involving the circulatory and respiratory systems,R02,"Gangrene, not elsewhere classified"
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R09,Symptoms and signs involving the circulatory and respiratory systems,R04,Haemorrhage from respiratory passages
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R09,Symptoms and signs involving the circulatory and respiratory systems,R05,Cough
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R09,Symptoms and signs involving the circulatory and respiratory systems,R00,Abnormalities of heart beat
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R09,Symptoms and signs involving the circulatory and respiratory systems,R06,Abnormalities of breathing
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R09,Symptoms and signs involving the circulatory and respiratory systems,R09,Other symptoms and signs involving the circulatory and respiratory systems
XVIII,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R09,Symptoms and signs involving the circulatory and respiratory systems,R07,Pain in throat and chest
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q07,Congenital malformations of the nervous system,,
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q07,Congenital malformations of the nervous system,Q07,Other congenital malformations of nervous system
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q07,Congenital malformations of the nervous system,Q06,Other congenital malformations of spinal cord
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q07,Congenital malformations of the nervous system,Q01,Encephalocele
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q07,Congenital malformations of the nervous system,Q04,Other congenital malformations of brain
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q07,Congenital malformations of the nervous system,Q03,Congenital hydrocephalus
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q07,Congenital malformations of the nervous system,Q05,Spina bifida
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q07,Congenital malformations of the nervous system,Q00,Anencephaly and similar malformations
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q07,Congenital malformations of the nervous system,Q02,Microcephaly
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q50-Q56,Congenital malformations of genital organs,,
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q50-Q56,Congenital malformations of genital organs,Q50,"Congenital malformations of ovaries, fallopian tubes and broad ligaments"
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q50-Q56,Congenital malformations of genital organs,Q55,Other congenital malformations of male genital organs
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q50-Q56,Congenital malformations of genital organs,Q56,Indeterminate sex and pseudohermaphroditism
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q50-Q56,Congenital malformations of genital organs,Q51,Congenital malformations of uterus and cervix
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q50-Q56,Congenital malformations of genital organs,Q54,Hypospadias
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q50-Q56,Congenital malformations of genital organs,Q53,Undescended testicle
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q50-Q56,Congenital malformations of genital organs,Q52,Other congenital malformations of female genitalia
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q35-Q37,Cleft lip and cleft palate,,
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q35-Q37,Cleft lip and cleft palate,Q36,Cleft lip
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q35-Q37,Cleft lip and cleft palate,Q35,Cleft palate
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q35-Q37,Cleft lip and cleft palate,Q37,Cleft palate with cleft lip
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q80-Q89,Other congenital malformations,,
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q80-Q89,Other congenital malformations,Q82,Other congenital malformations of skin
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q80-Q89,Other congenital malformations,Q83,Congenital malformations of breast
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q80-Q89,Other congenital malformations,Q81,Epidermolysis bullosa
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q80-Q89,Other congenital malformations,Q84,Other congenital malformations of integument
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q80-Q89,Other congenital malformations,Q80,Congenital ichthyosis
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q80-Q89,Other congenital malformations,Q89,"Other congenital malformations, not elsewhere classified"
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q80-Q89,Other congenital malformations,Q86,"Congenital malformation syndromes due to known exogenous causes, not elsewhere classified"
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q80-Q89,Other congenital malformations,Q87,Other specified congenital malformation syndromes affecting multiple systems
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q80-Q89,Other congenital malformations,Q85,"Phakomatoses, not elsewhere classified"
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q60-Q64,Congenital malformations of the urinary system,,
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q60-Q64,Congenital malformations of the urinary system,Q60,Renal agenesis and other reduction defects of kidney
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q60-Q64,Congenital malformations of the urinary system,Q62,Congenital obstructive defects of renal pelvis and congenital malformations of ureter
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q60-Q64,Congenital malformations of the urinary system,Q61,Cystic kidney disease
